,timestamp_start,start_y,start_x
106,2016-11-18 09:00:00,5341539.63337759,694047.753758906
107,2016-11-18 18:00:00,5335017.31013438,699701.115453656
108,2016-11-18 19:00:00,5335486.45892593,687595.474365033
109,2016-11-18 19:00:00,5335486.45892593,687595.474365033
110,2016-11-18 19:00:00,5334327.80837477,692655.894593871
111,2016-11-18 20:00:00,5335486.45892593,687595.474365033
112,2016-11-18 22:00:00,5334327.80837477,692655.894593871
113,2016-11-19 08:00:00,5341539.63337759,694047.753758906
114,2016-11-19 09:00:00,5341539.63337759,694047.753758906
115,2016-11-19 15:00:00,5334327.80837477,692655.894593871
116,2016-11-19 18:00:00,5335017.31013438,699701.115453656
117,2016-11-19 18:00:00,5334327.80837477,692655.894593871
118,2016-11-19 19:00:00,5335486.45892593,687595.474365033
119,2016-11-19 19:00:00,5341227.7712635,693793.715532079
120,2016-11-19 19:00:00,5334327.80837477,692655.894593871
121,2016-11-19 19:00:00,5335486.45892593,687595.474365033
122,2016-11-19 19:30:00,5333392.77042256,687914.199211603
123,2016-11-20 10:00:00,5335563.692846,689682.180909222
124,2016-11-20 10:00:00,5334327.80837477,692655.894593871
125,2016-11-20 10:00:00,5334327.80837477,692655.894593871
126,2016-11-20 12:00:00,5334327.80837477,692655.894593871
127,2016-11-20 17:00:00,5335017.31013438,699701.115453656
128,2016-11-20 18:00:00,5334327.80837477,692655.894593871
129,2016-11-20 18:00:00,5334327.80837477,692655.894593871
130,2016-11-21 19:00:00,5335486.45892593,687595.474365033
131,2016-11-21 19:00:00,5335486.45892593,687595.474365033
132,2016-11-21 19:00:00,5334327.80837477,692655.894593871
133,2016-11-21 19:00:00,5335486.45892593,687595.474365033
134,2016-11-21 19:15:00,5343951.16855528,694951.221362176
135,2016-11-22 18:00:00,5335017.31013438,699701.115453656
136,2016-11-22 19:00:00,5335486.45892593,687595.474365033
137,2016-11-22 19:00:00,5335486.45892593,687595.474365033
138,2016-11-22 19:00:00,5334327.80837477,692655.894593871
139,2016-11-23 08:30:00,5335011.08641995,700692.645876424
140,2016-11-23 08:30:00,5335011.08641995,700692.645876424
141,2016-11-23 09:30:00,5335011.08641995,700692.645876424
142,2016-11-23 10:00:00,5334041.7115832,689685.217272229
143,2016-11-23 19:00:00,5335486.45892593,687595.474365033
144,2016-11-23 19:00:00,5334327.80837477,692655.894593871
145,2016-11-23 19:00:00,5334327.80837477,692655.894593871
146,2016-11-23 19:30:00,5334041.7115832,689685.217272229
147,2016-11-23 20:00:00,5335486.45892593,687595.474365033
148,2016-11-24 08:30:00,5335011.08641995,700692.645876424
149,2016-11-24 08:30:00,5335011.08641995,700692.645876424
150,2016-11-24 09:30:00,5335011.08641995,700692.645876424
151,2016-11-24 13:00:00,5334041.7115832,689685.217272229
152,2016-11-24 18:00:00,5335017.31013438,699701.115453656
153,2016-11-24 19:00:00,5335486.45892593,687595.474365033
154,2016-11-24 19:00:00,5335486.45892593,687595.474365033
155,2016-11-24 19:00:00,5334327.80837477,692655.894593871
156,2016-11-25 08:30:00,5335011.08641995,700692.645876424
157,2016-11-25 08:30:00,5335011.08641995,700692.645876424
158,2016-11-25 09:30:00,5335011.08641995,700692.645876424
159,2016-11-25 13:00:00,5334041.7115832,689685.217272229
160,2016-11-25 18:00:00,5335017.31013438,699701.115453656
161,2016-11-25 18:45:00,5335486.45892593,687595.474365033
162,2016-11-25 19:00:00,5341227.7712635,693793.715532079
163,2016-11-25 19:00:00,5335486.45892593,687595.474365033
164,2016-11-25 21:00:00,5334327.80837477,692655.894593871
165,2016-11-25 23:00:00,5334327.80837477,692655.894593871
166,2016-11-26 08:30:00,5335011.08641995,700692.645876424
167,2016-11-26 08:30:00,5335011.08641995,700692.645876424
168,2016-11-26 09:30:00,5335011.08641995,700692.645876424
169,2016-11-26 10:00:00,5334041.7115832,689685.217272229
170,2016-11-26 16:00:00,5334041.7115832,689685.217272229
171,2016-11-26 17:30:00,5343951.16855528,694951.221362176
172,2016-11-26 18:00:00,5335017.31013438,699701.115453656
173,2016-11-26 18:30:00,5334041.7115832,689685.217272229
174,2016-11-26 18:45:00,5335486.45892593,687595.474365033
175,2016-11-26 19:00:00,5335486.45892593,687595.474365033
176,2016-11-27 08:30:00,5335011.08641995,700692.645876424
177,2016-11-27 08:30:00,5335011.08641995,700692.645876424
178,2016-11-27 09:30:00,5335011.08641995,700692.645876424
179,2016-11-27 10:00:00,5334041.7115832,689685.217272229
180,2016-11-27 11:00:00,5334041.7115832,689685.217272229
181,2016-11-27 11:00:00,5335486.45892593,687595.474365033
182,2016-11-27 17:00:00,5335017.31013438,699701.115453656
183,2016-11-27 18:00:00,5334041.7115832,689685.217272229
184,2016-11-27 19:00:00,5335486.45892593,687595.474365033
185,2016-11-27 19:00:00,5334327.80837477,692655.894593871
186,2016-11-28 13:00:00,5334041.7115832,689685.217272229
187,2016-11-28 19:00:00,5335486.45892593,687595.474365033
188,2016-11-28 19:00:00,5341227.7712635,693793.715532079
189,2016-11-28 19:00:00,5334327.80837477,692655.894593871
190,2016-11-28 19:00:00,5335486.45892593,687595.474365033
191,2016-11-28 19:00:00,5334327.80837477,692655.894593871
192,2016-11-29 13:00:00,5334041.7115832,689685.217272229
193,2016-11-29 13:00:00,5334041.7115832,689685.217272229
194,2016-11-29 18:00:00,5335017.31013438,699701.115453656
195,2016-11-29 18:30:00,5334041.7115832,689685.217272229
196,2016-11-29 19:00:00,5341227.7712635,693793.715532079
197,2016-11-29 19:00:00,5334327.80837477,692655.894593871
198,2016-11-29 19:30:00,5334327.80837477,692655.894593871
199,2016-11-29 19:30:00,5333342.38036574,693987.311952082
200,2016-11-30 13:00:00,5334041.7115832,689685.217272229
201,2016-11-30 18:00:00,5335017.31013438,699701.115453656
202,2016-11-30 18:00:00,5334041.7115832,689685.217272229
203,2016-11-30 19:00:00,5333392.77042256,687914.199211603
204,2016-11-30 19:00:00,5333392.77042256,687914.199211603
205,2016-11-30 19:00:00,5335486.45892593,687595.474365033
